post_body:,post_id:,user_id:,Label
lol i can touch it out,kg_0_25623_3844,EnigmaticDreamer,0
lol,kg_0_25623_3845,DizzieD,0
lol,kg_0_25623_3846,LordShadow,0
there is anoth on,kg_0_25623_3847,DizzieD,0
yah it get harder but i beat it d,kg_0_25623_3848,Nabaco,0
some kinda space-game like that,kg_0_25623_3849,DizzieD,0
it is easier - i think,kg_0_25623_3850,DizzieD,0
that on game - ether war - that on i could not beat,kg_0_25623_3851,DizzieD,0
yeh i beat that on ... someth about fragtast someth someth . .. .,kg_0_25623_3852,EnigmaticDreamer,0
well i gave up let us put it that wai,kg_0_25623_3853,DizzieD,0
ether war is easi,kg_0_25623_3854,MonsterZ20,0
i am sure after a month i could win but . ..,kg_0_25623_3855,DizzieD,0
try 7 deadli sin,kg_0_25623_3856,MonsterZ20,0
lol i enjoi ether war,kg_0_25623_3857,EnigmaticDreamer,0
ether war or ether cannon - which is the second on,kg_0_25623_3858,DizzieD,0
ok will do,kg_0_25623_3859,EnigmaticDreamer,0
war is second,kg_0_25623_3860,EnigmaticDreamer,0
i think,kg_0_25623_3861,EnigmaticDreamer,0
alien must die,kg_0_25623_3862,LordShadow,0
yeah war is 2 nd that is the on,kg_0_25623_3863,DizzieD,0
that a fun game,kg_0_25623_3864,LordShadow,0
ether war is realli ...odd o. o,kg_0_25623_3865,Nabaco,0
i wa bad at it for some reason,kg_0_25623_3866,DizzieD,0
mayb it wa hold down on the mou button that annoi me - kinda gave me carpal tunnel,kg_0_25623_3867,DizzieD,0
amorph is realli slow to get hard hehe,kg_0_25623_3868,Nabaco,0
cheesi escapedud you just complet the cheesi escap achiev in the sever journei of reemu chapter 1 and won the cheesi escap badg and 15 point view all badg .,kg_0_25623_3869,StripedTriangle,0
fly first classdud you just complet the fly first class achiev in the sever journei of reemu chapter 1 and won the fly first class badg and 15 point view all badg .,kg_0_25623_3870,StripedTriangle,0
wow dude,kg_0_25623_3871,LordShadow,0
there is a cri amin and a copin my backyard,kg_0_25623_3872,LordShadow,0
cop in,kg_0_25623_3873,LordShadow,0
both have a gun,kg_0_25623_3874,LordShadow,0
ahaha,kg_0_25623_3875,Nabaco,0
the cri amin probabl ha the better gun,kg_0_25623_3876,DizzieD,0
i hguess that depend on how success he is though,kg_0_25623_3877,DizzieD,0
born again sinnerdud you just complet the born again sinner achiev in seven deadli sin and won the born again sinner badg and 15 point view all badg .,kg_0_25623_3878,MonsterZ20,0
mad skillsdud you just complet the mad skill achiev in tarnat and won the mad skill badg and 5 point view all badg .,kg_0_25623_3879,StripedTriangle,0
grat on all the badg peopl o-o,kg_0_25623_3880,1111jony11,0
amp 13 amp 13 amp 13 amp 13 amp 13 amp 13 amp 13 amp 13 amp 13 amp 13 amp 13 amp 13 amp 13 amp 13 amp 13 amp 13 amp 13 amp 13 amp 13 amp 13 amp 13 amp 13 amp 13 amp 13 amp 13 amp 13 amp 13 amp 13 amp 13 amp 13 amp 13 amp 13 amp 13 amp 13 amp 13 amp 13 amp 13 amp 13 amp 13 amp 13 amp 13 amp 13 randi is back,kg_0_25623_3881,iambored29,0
,kg_0_25623_3882,iambored29,0
die o-o,kg_0_25623_3883,1111jony11,0
jk xd,kg_0_25623_3884,1111jony11,0
o-o,kg_0_25623_3885,1111jony11,0
o-o,kg_0_25623_3886,1111jony11,0
o-o,kg_0_25623_3887,1111jony11,0
no spam,kg_0_25623_3888,1111jony11,0
lol,kg_0_25623_3889,LordShadow,0
no spam,kg_0_25623_3890,1111jony11,0
at all,kg_0_25623_3891,1111jony11,0
i mean it,kg_0_25623_3892,1111jony11,0
ok,kg_0_25623_3893,1111jony11,0
...,kg_0_25623_3894,knoopster,0
spame not alowd,kg_0_25623_3895,1111jony11,0
lol joni,kg_0_25623_3896,iambored29,0
got it,kg_0_25623_3897,1111jony11,0
randi,kg_0_25623_3898,LordShadow,0
ye,kg_0_25623_3899,iambored29,0
lordshadow i know thi is a realli late comment to wut you said but far cry 2 is bad left 4 dead good,kg_0_25623_3900,xxlegendofvegas,0
noth,kg_0_25623_3901,LordShadow,0
dude i wish nixion would of beatin obama in the us presdentuari elect cuz now georg washington is the presi of indonesia,kg_0_25623_3902,YOUAREAHOMO,0
no,kg_0_25623_3903,LordShadow,0
lol .,kg_0_25623_3904,iambored29,0
mathgeek 135 you here,kg_0_25623_3905,im69,0
help me,kg_0_25623_3906,1111jony11,0
i said both game ar good,kg_0_25623_3907,LordShadow,0
with what,kg_0_25623_3908,im69,0
ur mom,kg_0_25623_3909,YOUAREAHOMO,1
shut up dick face,kg_0_25623_3910,im69,1
eat my dick feck head,kg_0_25623_3911,im69,1
i do not think you want hi am to do that,kg_0_25623_3912,1111jony11,0
o-o,kg_0_25623_3913,1111jony11,0
that would be pain,kg_0_25623_3914,1111jony11,0
lol,kg_0_25623_3915,im69,0
i amagin if he did do that,kg_0_25623_3916,1111jony11,0
then what would you sai,kg_0_25623_3917,1111jony11,0
i would laf at,kg_0_25623_3918,im69,0
hi am,kg_0_25623_3919,im69,0
i ama beast do not wit me bitch or ill ur mom and sister against tha wall in the hall and over the sink so i do not spill again,kg_0_25623_3920,YOUAREAHOMO,1
heya youareahomo,kg_0_25623_3921,wisby,0
i think you need to reread the term of servic,kg_0_25623_3922,wisby,0
wow your a fag lol,kg_0_25623_3923,im69,0
see we have a code of conduct,kg_0_25623_3924,wisby,0
i am,kg_0_25623_3925,1111jony11,0
well said wisbi,kg_0_25623_3926,DizzieD,0
wisbi ftw .,kg_0_25623_3927,iambored29,0
o-o,kg_0_25623_3928,1111jony11,0
suck my big redd hari dickkkk you mama fat fuk,kg_0_25623_3929,YOUAREAHOMO,1
and you happen to be in breach of it,kg_0_25623_3930,wisby,0
no not you 1111 joni 11,kg_0_25623_3931,im69,0
no i think instead i will give you ti am out,kg_0_25623_3932,wisby,0
wisbi,kg_0_25623_3933,YOUAREAHOMO,0
oh i am sai,kg_0_25623_3934,1111jony11,0
shh,kg_0_25623_3935,1111jony11,0
o-o,kg_0_25623_3936,1111jony11,0
hei,kg_0_25623_3937,LordShadow,0
lol your a redneck,kg_0_25623_3938,im69,0
yai,kg_0_25623_3939,1111jony11,0
what doe it feel like to be retard,kg_0_25623_3940,Jeremy14,0
mute,kg_0_25623_3941,1111jony11,0
for all who concern,kg_0_25623_3942,1111jony11,0
yai thank's man .,kg_0_25623_3943,iambored29,0
wisbi is amod,kg_0_25623_3944,1111jony11,0
no 69 it is winter that fade,kg_0_25623_3945,wisby,0
o-o,kg_0_25623_3946,1111jony11,0
yeah - there is final a mod when you need hi am our hero,kg_0_25623_3947,DizzieD,0
thank wisbi you ron,kg_0_25623_3948,1111jony11,0
rock man,kg_0_25623_3949,1111jony11,0
thank wisb,kg_0_25623_3950,LordShadow,0
dizzi,kg_0_25623_3951,1111jony11,0
so gui seriou we have a code. it is not bad,kg_0_25623_3952,wisby,0
thank for call me in,kg_0_25623_3953,wisby,0
http www. kongreg.com account modfriend friend,kg_0_25623_3954,1111jony11,0
who call,kg_0_25623_3955,iambored29,0
i found thi dd,kg_0_25623_3956,1111jony11,0
you at the top of the list,kg_0_25623_3957,1111jony11,0
o-o,kg_0_25623_3958,1111jony11,0
i am not rat,kg_0_25623_3959,wisby,0
ahh i see,kg_0_25623_3960,DizzieD,0
i am who other then me mr strical,kg_0_25623_3961,1111jony11,0
lol,kg_0_25623_3962,LordShadow,0
help me,kg_0_25623_3963,beatdown101,0
it wa obviou need,kg_0_25623_3964,wisby,0
i am bord ani bodi onea race,kg_0_25623_3965,im69,0
,kg_0_25623_3966,im69,0
thank joni,kg_0_25623_3967,DizzieD,0
thank's .,kg_0_25623_3968,iambored29,0
yea thank,kg_0_25623_3969,LordShadow,0
wisbyi rock xd,kg_0_25623_3970,1111jony11,0
like a rock out wai,kg_0_25623_3971,1111jony11,0
o-o,kg_0_25623_3972,1111jony11,0
ani bodi,kg_0_25623_3973,im69,0
gonna go back to plai fantast contrapt now,kg_0_25623_3974,iambored29,0
i am,kg_0_25623_3975,1111jony11,0
so the insult troll is ban for a week folk,kg_0_25623_3976,wisby,0
if you need help,kg_0_25623_3977,1111jony11,0
yeah the hillsid's had a rash of troll inva late - good to know there is someon on top of it,kg_0_25623_3978,DizzieD,0
ill help you,kg_0_25623_3979,1111jony11,0
wisbi,kg_0_25623_3980,1111jony11,0
k thank's .,kg_0_25623_3981,iambored29,0
i have ask 7 mod thi but,kg_0_25623_3982,1111jony11,0
can you get a good mod in here,kg_0_25623_3983,1111jony11,0
permin,kg_0_25623_3984,1111jony11,0
o-o,kg_0_25623_3985,1111jony11,0
xd,kg_0_25623_3986,1111jony11,0
folk just us modfriend,kg_0_25623_3987,wisby,0
i need help to get 20,kg_0_25623_3988,im69,0
joni we ar work on it,kg_0_25623_3989,wisby,0
k,kg_0_25623_3990,1111jony11,0
woh,kg_0_25623_3991,1111jony11,0
o-o,kg_0_25623_3992,1111jony11,0
wisbi,kg_0_25623_3993,1111jony11,0
the troll came out from under the bridg and invad our peac hill lol,kg_0_25623_3994,DizzieD,0
you talk with each other,kg_0_25623_3995,1111jony11,0
ye joni,kg_0_25623_3996,wisby,0
i am gau,kg_0_25623_3997,1111jony11,0
do you know a mod name lilith_the_dark,kg_0_25623_3998,1111jony11,0
we have not yet met but i know of her,kg_0_25623_3999,wisby,0
ok,kg_0_25623_4000,1111jony11,0
i do not want you to get drage into thi,kg_0_25623_4001,1111jony11,0
but ill just sai,kg_0_25623_4002,1111jony11,0
she is careless,kg_0_25623_4003,1111jony11,0
o-o,kg_0_25623_4004,1111jony11,0
if you have a problem plea us contact us,kg_0_25623_4005,wisby,0
i did,kg_0_25623_4006,1111jony11,0
it is not for me it is for admin,kg_0_25623_4007,wisby,0
then it is in their hand,kg_0_25623_4008,wisby,0
that why i said i am not go to let you get drage into thi,kg_0_25623_4009,1111jony11,0
i am just a mod equal to all other mod,kg_0_25623_4010,wisby,0
which i appreci .,kg_0_25623_4011,wisby,0
no you rock,kg_0_25623_4012,1111jony11,0
dx,kg_0_25623_4013,1111jony11,0
xd,kg_0_25623_4014,1111jony11,0
you mod just control chat room,kg_0_25623_4015,knoopster,0
thei keep it clean,kg_0_25623_4016,LordShadow,0
thank kindli. knoop we keep chat clear,kg_0_25623_4017,wisby,0
i see .,kg_0_25623_4018,knoopster,0
so the regular game user can enjoi it,kg_0_25623_4019,wisby,0
your retard 1111 joni 11,kg_0_25623_4020,beatdown101,0
beat no insult plea,kg_0_25623_4021,wisby,0
hei,kg_0_25623_4022,1111jony11,0
if you do not like anoth user mute them,kg_0_25623_4023,wisby,0
nice to meet you,kg_0_25623_4024,1111jony11,0
stuff like that,kg_0_25623_4025,knoopster,0
o-o,kg_0_25623_4026,1111jony11,0
how it go,kg_0_25623_4027,1111jony11,0
joni just mute hi am,kg_0_25623_4028,wisby,0
i am not insult,kg_0_25623_4029,1111jony11,0
good deal,kg_0_25623_4030,wisby,0
i do not get insult,kg_0_25623_4031,1111jony11,0
lol i do that . .,kg_0_25623_4032,iambored29,0
o-o,kg_0_25623_4033,1111jony11,0
i have learn insult ar just word,kg_0_25623_4034,1111jony11,0
who care,kg_0_25623_4035,1111jony11,0
o-o,kg_0_25623_4036,1111jony11,0
but littl thing like that you can mute for that is,kg_0_25623_4037,wisby,0
not insult i mute . .,kg_0_25623_4038,iambored29,0
mhm .,kg_0_25623_4039,knoopster,0
wisbi,kg_0_25623_4040,1111jony11,0
i find it funni on how thei act p,kg_0_25623_4041,1111jony11,0
that is just person conflict,kg_0_25623_4042,wisby,0
ye'm,kg_0_25623_4043,wisby,0
not that i aprov,kg_0_25623_4044,1111jony11,0
but still,kg_0_25623_4045,1111jony11,0
try not to encourag,kg_0_25623_4046,wisby,0
ight wisbi,kg_0_25623_4047,beatdown101,0
ok folk feel a littl better about thing i hope,kg_0_25623_4048,wisby,0
ok thank you rock out dudee,kg_0_25623_4049,1111jony11,0
i am .,kg_0_25623_4050,iambored29,0
for the us crew enjoi thanksgiv,kg_0_25623_4051,wisby,0
ye thank you,kg_0_25623_4052,knoopster,0
thank,kg_0_25623_4053,LordShadow,0
woohoo turkei .,kg_0_25623_4054,iambored29,0
no turkei,kg_0_25623_4055,1111jony11,0
o o,kg_0_25623_4056,iambored29,0
on rumbl fighter thei kill you,kg_0_25623_4057,1111jony11,0
for the rest of you have a good rest of the dai. for peopl with famili in india i am think of you,kg_0_25623_4058,wisby,0
and thei do not even move,kg_0_25623_4059,1111jony11,0
night,kg_0_25623_4060,wisby,0
india,kg_0_25623_4061,1111jony11,0
lol india p have fun in india,kg_0_25623_4062,1111jony11,0
see ya .,kg_0_25623_4063,iambored29,0
yea there were some gunman blah blah blah,kg_0_25623_4064,knoopster,0
india person,kg_0_25623_4065,1111jony11,0
o-o,kg_0_25623_4066,1111jony11,0
thank wisbi have agodd on,kg_0_25623_4067,DizzieD,0
lol india,kg_0_25623_4068,1111jony11,0
a good on that is,kg_0_25623_4069,DizzieD,0
india had a tough dai think good thought at them,kg_0_25623_4070,wisby,0
um . .,kg_0_25623_4071,iambored29,0
so why wa there a mod in here exactli,kg_0_25623_4072,knoopster,0
i wanna be mod - _ -,kg_0_25623_4073,iambored29,0
a lot of peopl do,kg_0_25623_4074,1111jony11,0
but it not all fun and game,kg_0_25623_4075,1111jony11,0
troll and their cuss storm knoop,kg_0_25623_4076,DizzieD,0
yup .,kg_0_25623_4077,iambored29,0
it respect condit,kg_0_25623_4078,1111jony11,0
i see .,kg_0_25623_4079,knoopster,0
that peopl will make fun of you for it,kg_0_25623_4080,1111jony11,0
yea,kg_0_25623_4081,LordShadow,0
i want to be a mod in here to keep it clean . ..,kg_0_25623_4082,iambored29,0
i know,kg_0_25623_4083,beatdown101,0
same here,kg_0_25623_4084,LordShadow,0
i am here all the ti am,kg_0_25623_4085,LordShadow,0
it would be sweet . ..,kg_0_25623_4086,knoopster,0
it is amaz how mani peopl come in ... like youareahomo . .,kg_0_25623_4087,iambored29,0
so i would be perfect,kg_0_25623_4088,LordShadow,0
a lot of respon though,kg_0_25623_4089,knoopster,0
yea,kg_0_25623_4090,LordShadow,0
i know,kg_0_25623_4091,LordShadow,0
shadow you would be a good mod .,kg_0_25623_4092,iambored29,0
but if i am go to be a polic offic i need to have the responsibilti,kg_0_25623_4093,LordShadow,0
and thank i am,kg_0_25623_4094,LordShadow,0
think i would be a good mod,kg_0_25623_4095,iambored29,0
kinda,kg_0_25623_4096,LordShadow,0
you ar in and out most of the ti am,kg_0_25623_4097,LordShadow,0
so you think . ..,kg_0_25623_4098,iambored29,0
lord,kg_0_25623_4099,1111jony11,0
yea,kg_0_25623_4100,LordShadow,0
thi vidio is disturb but in a funni wai,kg_0_25623_4101,1111jony11,0
o-o,kg_0_25623_4102,1111jony11,0
lol,kg_0_25623_4103,LordShadow,0
think i would be a good mode i ama d,kg_0_25623_4104,1111jony11,0
i plai a lot but i have streak of plai and not,kg_0_25623_4105,knoopster,0
i am you would be a good mod,kg_0_25623_4106,LordShadow,0
i have stree kred yo id be a better mod then yo is be,kg_0_25623_4107,1111jony11,0
if you stai on more of the ti am,kg_0_25623_4108,LordShadow,0
who joni,kg_0_25623_4109,knoopster,0
me,kg_0_25623_4110,1111jony11,0
i watch chat i just do not talk often enough .,kg_0_25623_4111,iambored29,0
oh,kg_0_25623_4112,LordShadow,0
o-o,kg_0_25623_4113,1111jony11,0
i talk and i blab and i maturli blab d,kg_0_25623_4114,1111jony11,0
oh,kg_0_25623_4115,beatdown101,0
i would probabl be a bad mod unless i broke my habit of bew log on while asleep,kg_0_25623_4116,DizzieD,0
and you think i would be a good mod i am,kg_0_25623_4117,LordShadow,0
peopl would be like thi amp mod wo not answer me,kg_0_25623_4118,DizzieD,0
yeah i do .,kg_0_25623_4119,iambored29,0
why would i be a good on,kg_0_25623_4120,LordShadow,0
dizzi .,kg_0_25623_4121,iambored29,0
ye i am,kg_0_25623_4122,DizzieD,0
you forgot the g,kg_0_25623_4123,iambored29,0
lol,kg_0_25623_4124,iambored29,0
and shadow . .,kg_0_25623_4125,iambored29,0
lol,kg_0_25623_4126,DizzieD,0
1 your in here all the ti am,kg_0_25623_4127,iambored29,0
2 your nice .,kg_0_25623_4128,iambored29,0
xd,kg_0_25623_4129,LordShadow,0
3 darn i forget what number 3 wa .,kg_0_25623_4130,iambored29,0
gee your make me blush,kg_0_25623_4131,LordShadow,0
yeah i think you would be a good mod - seem pretti i amparti which would be a requir trait,kg_0_25623_4132,DizzieD,0
mybe if you all report me that i would be a good mod,kg_0_25623_4133,LordShadow,0
and list why i could have a shoot at it,kg_0_25623_4134,LordShadow,0
ehh ... i do not think it like that .,kg_0_25623_4135,knoopster,0
lord,kg_0_25623_4136,1111jony11,0
that not how it workd,kg_0_25623_4137,1111jony11,0
work,kg_0_25623_4138,1111jony11,0
o-o,kg_0_25623_4139,1111jony11,0
well,kg_0_25623_4140,1111jony11,0
kinda it is,kg_0_25623_4141,1111jony11,0
i know,kg_0_25623_4142,LordShadow,0
xd,kg_0_25623_4143,1111jony11,0
well,kg_0_25623_4144,LordShadow,0
but lord,kg_0_25623_4145,1111jony11,0
thei look at the chat,kg_0_25623_4146,1111jony11,0
yea,kg_0_25623_4147,LordShadow,0
and see how you have help peopl,kg_0_25623_4148,1111jony11,0
and done good deed,kg_0_25623_4149,1111jony11,0
and then decid,kg_0_25623_4150,1111jony11,0
i know thei doo,kg_0_25623_4151,LordShadow,0
p,kg_0_25623_4152,1111jony11,0
do,kg_0_25623_4153,LordShadow,0
do you do good deed o-o,kg_0_25623_4154,1111jony11,0
yea,kg_0_25623_4155,LordShadow,0
do thei actual save all the chat record like that,kg_0_25623_4156,DizzieD,0
possibl if you contact them or someth send an applic .,kg_0_25623_4157,knoopster,0
yea .,kg_0_25623_4158,knoopster,0
cool - i did not know that,kg_0_25623_4159,DizzieD,0
i guess you kinda have to for liabil and stuff,kg_0_25623_4160,DizzieD,0
cover your rear end,kg_0_25623_4161,DizzieD,0
lord,kg_0_25623_4162,1111jony11,0
how do you do good deed,kg_0_25623_4163,1111jony11,0
p,kg_0_25623_4164,1111jony11,0
yea i do,kg_0_25623_4165,LordShadow,0
i think he meant that as an interview question ls,kg_0_25623_4166,DizzieD,0
i help out kasei,kg_0_25623_4167,LordShadow,0
o-o,kg_0_25623_4168,1111jony11,0
,kg_0_25623_4169,DizzieD,0
did you xd,kg_0_25623_4170,1111jony11,0
yup,kg_0_25623_4171,LordShadow,0
didnt you know that i wa try to help her yesterdai and todai,kg_0_25623_4172,LordShadow,0
o-o,kg_0_25623_4173,beatdown101,0
and it finali got to her and now she is ok,kg_0_25623_4174,LordShadow,0
i help peopl all the ti am even if thei arent suicid xd,kg_0_25623_4175,1111jony11,0
i help out new peopl too,kg_0_25623_4176,LordShadow,0
did i sai you didnt xd,kg_0_25623_4177,1111jony11,0
do not i i am,kg_0_25623_4178,LordShadow,0
yeah .,kg_0_25623_4179,iambored29,0
i am told puppi to ask me question,kg_0_25623_4180,LordShadow,0
and i help her out,kg_0_25623_4181,LordShadow,0
she's realli annoi in real life . ..,kg_0_25623_4182,iambored29,0
lol,kg_0_25623_4183,LordShadow,0
i now,kg_0_25623_4184,beatdown101,0
well i am glad to see you gui think i would be a good mod,kg_0_25623_4185,LordShadow,0
my ass itch,kg_0_25623_4186,direlifesake,0
...,kg_0_25623_4187,iambored29,0
butt,kg_0_25623_4188,LordShadow,0
lol .,kg_0_25623_4189,iambored29,0
what thi site about i just join,kg_0_25623_4190,direlifesake,0
ok that just kind of remov fun . ..,kg_0_25623_4191,knoopster,0
about hang out with peopl,kg_0_25623_4192,LordShadow,0
and plai game's .,kg_0_25623_4193,iambored29,0
and get badg,kg_0_25623_4194,LordShadow,0
yup,kg_0_25623_4195,LordShadow,0
ohh i see,kg_0_25623_4196,direlifesake,0
and get challeng,kg_0_25623_4197,LordShadow,0
how do i get my knit badg,kg_0_25623_4198,direlifesake,0
and do not spam or bother other,kg_0_25623_4199,LordShadow,0
haha,kg_0_25623_4200,knoopster,0
shadow,kg_0_25623_4201,iambored29,0
look at what i made o,kg_0_25623_4202,iambored29,0
by do what thei sai to do,kg_0_25623_4203,LordShadow,0
look at the badg,kg_0_25623_4204,LordShadow,0
if the game doe have a badg,kg_0_25623_4205,LordShadow,0
shadow,kg_0_25623_4206,iambored29,0
it will sai what you have to do in order to get the badg,kg_0_25623_4207,LordShadow,0
yea,kg_0_25623_4208,LordShadow,0
look at thi .,kg_0_25623_4209,iambored29,0
http fantasticcontrapt. com designid 4537816,kg_0_25623_4210,iambored29,0
ok,kg_0_25623_4211,LordShadow,0
ok,kg_0_25623_4212,beatdown101,0
oh i got the deadli jewelri badg,kg_0_25623_4213,direlifesake,0
did i help you out,kg_0_25623_4214,LordShadow,0
no,kg_0_25623_4215,HIGHLY,0
shadow you watch,kg_0_25623_4216,iambored29,0
ok shadow the easiest wai of becom a mod is not sai you want to be a mod .,kg_0_25623_4217,knoopster,0
i do not want to be mod .,kg_0_25623_4218,iambored29,0
,kg_0_25623_4219,iambored29,0
o,kg_0_25623_4220,beatdown101,0
ok,kg_0_25623_4221,LordShadow,0
just sai .,kg_0_25623_4222,knoopster,0
wow i am that awesom,kg_0_25623_4223,LordShadow,0
see the whole thing,kg_0_25623_4224,iambored29,0
yea,kg_0_25623_4225,LordShadow,0
i think i would probabl end up help peopl more than plai game so i would probabl pass too,kg_0_25623_4226,DizzieD,0
it bull dose those,kg_0_25623_4227,LordShadow,0
i know schol is miss an o .,kg_0_25623_4228,iambored29,0
o,kg_0_25623_4229,iambored29,0
wa not enough room for school lol,kg_0_25623_4230,iambored29,0
i alreadi wast too much ti am on the comput,kg_0_25623_4231,DizzieD,0
ti am to listen to some metallica,kg_0_25623_4232,LordShadow,0
i think i might have an internet addict actual,kg_0_25623_4233,DizzieD,0
i am glad i am not surrent plai ani mmo's,kg_0_25623_4234,DizzieD,0
lol same here,kg_0_25623_4235,LordShadow,0
current,kg_0_25623_4236,DizzieD,0
some peopl get those,kg_0_25623_4237,beatdown101,0
that a bad idea .,kg_0_25623_4238,knoopster,0
i wa consum by wow at on ti am .,kg_0_25623_4239,knoopster,0
it lead to addict for me - b c it is more fun than rl,kg_0_25623_4240,DizzieD,0
same,kg_0_25623_4241,direlifesake,0
same knoop,kg_0_25623_4242,LordShadow,0
but i stope,kg_0_25623_4243,LordShadow,0
yea bad idea .,kg_0_25623_4244,knoopster,0
and i wa free at last,kg_0_25623_4245,LordShadow,0
i tri plai wow a littl while ago,kg_0_25623_4246,direlifesake,0
i never got into that on but my brother did,kg_0_25623_4247,DizzieD,0
pretti heavili,kg_0_25623_4248,DizzieD,0
i am gonna get wow lol,kg_0_25623_4249,iambored29,0
and i wa like wtf. i cant stand thi game now,kg_0_25623_4250,direlifesake,0
do not,kg_0_25623_4251,LordShadow,0
it will wast your monei,kg_0_25623_4252,LordShadow,0
i am it a wast of monei,kg_0_25623_4253,knoopster,0
there so mani better game out now,kg_0_25623_4254,direlifesake,0
yea,kg_0_25623_4255,knoopster,0
get a 360,kg_0_25623_4256,LordShadow,0
i am gonna keep get the demo ... o. o,kg_0_25623_4257,iambored29,0
i think onc you leav it is hard to go back - b c my brother did the same thing and did not stai long the second ti am either,kg_0_25623_4258,DizzieD,0
and a ps 3,kg_0_25623_4259,LordShadow,0
kid,kg_0_25623_4260,iambored29,0
360 is beast,kg_0_25623_4261,knoopster,0
yup,kg_0_25623_4262,LordShadow,0
gear of war ftw,kg_0_25623_4263,LordShadow,0
ag of conan is wai better than wow,kg_0_25623_4264,direlifesake,0
lol,kg_0_25623_4265,knoopster,0
iv been plai mirror edg and hockei late,kg_0_25623_4266,knoopster,0
hehe my bro is plai ag of conan now,kg_0_25623_4267,DizzieD,0
knoop did you plai gear of war,kg_0_25623_4268,LordShadow,0
i gotta stai awai,kg_0_25623_4269,DizzieD,0
yea beaten it and number 2,kg_0_25623_4270,knoopster,0
or i will end up not sleep,kg_0_25623_4271,DizzieD,0
number 2 too,kg_0_25623_4272,LordShadow,0
ag of conan gm have cyber sex lol,kg_0_25623_4273,knoopster,0
yea,kg_0_25623_4274,knoopster,0
did carmin die in the new on too,kg_0_25623_4275,LordShadow,0
yeah it is adult rate,kg_0_25623_4276,DizzieD,0
and lotro is good too,kg_0_25623_4277,direlifesake,0
yea,kg_0_25623_4278,knoopster,0
oh how,kg_0_25623_4279,LordShadow,0
hi brother,kg_0_25623_4280,knoopster,0
um it disturb lol,kg_0_25623_4281,knoopster,0
he is my favorit charictor,kg_0_25623_4282,LordShadow,0
i plai d amp d onlin for sever month,kg_0_25623_4283,DizzieD,0
how did he die,kg_0_25623_4284,LordShadow,0
you can tell me,kg_0_25623_4285,LordShadow,0
probabl could have sold my stuff for a coupl hundr dollar but i just left hi am in li ambo,kg_0_25623_4286,DizzieD,0
he get eaten by a giant worm then insid that lament eat hi am up and you sai the insid of hi am . ..,kg_0_25623_4287,knoopster,0
ouch,kg_0_25623_4288,LordShadow,0
that a bad dai,kg_0_25623_4289,LordShadow,0
did you kill the queen yet,kg_0_25623_4290,LordShadow,0
i know,kg_0_25623_4291,beatdown101,0
no,kg_0_25623_4292,knoopster,0
or will there be anoth on,kg_0_25623_4293,LordShadow,0
yea lol i know becau there ar 2 more carmin brother,kg_0_25623_4294,knoopster,0
yea,kg_0_25623_4295,LordShadow,0
clai and d,kg_0_25623_4296,LordShadow,0
i i amagin the 4 th on is go to be a lot like save privat ryan,kg_0_25623_4297,knoopster,0
clai is the oldest right,kg_0_25623_4298,LordShadow,0
do not know didnt sai anyth bout them in the game,kg_0_25623_4299,knoopster,0
oh,kg_0_25623_4300,LordShadow,0
i hope clai is in the thrid on,kg_0_25623_4301,LordShadow,0
and i hope he live,kg_0_25623_4302,LordShadow,0
then hell die,kg_0_25623_4303,knoopster,0
he will,kg_0_25623_4304,knoopster,0
oh,kg_0_25623_4305,LordShadow,0
then,kg_0_25623_4306,LordShadow,0
the 4 th on,kg_0_25623_4307,knoopster,0
mybe,kg_0_25623_4308,LordShadow,0
will probabl be like save privat ryan,kg_0_25623_4309,knoopster,0
lol,kg_0_25623_4310,LordShadow,0
i hope he doesnt get snipe,kg_0_25623_4311,LordShadow,0
anyon plai fallout 3,kg_0_25623_4312,direlifesake,0
my cousin doe,kg_0_25623_4313,LordShadow,0
yea it funni he like i am happi my brother di honnor and dom is like yea right,kg_0_25623_4314,knoopster,0
lo,kg_0_25623_4315,LordShadow,0
i do to,kg_0_25623_4316,beatdown101,0
lol,kg_0_25623_4317,LordShadow,0
you should see what i read befor,kg_0_25623_4318,LordShadow,0
let me find it first,kg_0_25623_4319,LordShadow,0
ok,kg_0_25623_4320,beatdown101,0
hei shadow,kg_0_25623_4321,knoopster,0
here your littl mod thing,kg_0_25623_4322,knoopster,0
http www. kongreg.com page help becom,kg_0_25623_4323,knoopster,0
i saw it befor,kg_0_25623_4324,LordShadow,0
eh i cant find it,kg_0_25623_4325,LordShadow,0
yea,kg_0_25623_4326,knoopster,0
oh,kg_0_25623_4327,beatdown101,0
but ben carmin wa talk to don,kg_0_25623_4328,LordShadow,0
and he said you know if you wear a helmet you can breath more better,kg_0_25623_4329,LordShadow,0
i know,kg_0_25623_4330,beatdown101,0
and don said yea and if you do not wear a helmet you can see snipersmuch better,kg_0_25623_4331,LordShadow,0
yea,kg_0_25623_4332,knoopster,0
i thought that wa a great comeback,kg_0_25623_4333,LordShadow,0
do you rememb when he said that in the game,kg_0_25623_4334,LordShadow,0
lord,kg_0_25623_4335,1111jony11,0
umm . ..,kg_0_25623_4336,knoopster,0
,kg_0_25623_4337,LordShadow,0
how it go,kg_0_25623_4338,1111jony11,0
when there wa like an explo,kg_0_25623_4339,knoopster,0
oh lol in the gass,kg_0_25623_4340,LordShadow,0
